UniProtID,GeneName,DrugBank ID,Name,Type,UniProt Name,Transcription regulation,Transmembrane,DNA-binding,Kinase,metaboli,RNA-binding,signal,enzyme,ase,Enzyme,Oncogene,TSG
P49674,CSNK1E,DB06195,Seliciclib,SmallMoleculeDrug,Casein kinase I isoform epsilon,0,0,0,1,0,0,0,0,1,1,0,0
Q9HCP0,CSNK1G1,DB08325,2-(2-HYDROXYETHYLAMINO)-6-(3-CHLOROANILINO)-9-ISOPROPYLPURINE,SmallMoleculeDrug,Casein kinase I isoform gamma-1,0,0,0,1,0,0,1,0,1,1,0,0
P78368,CSNK1G2,DB03083,IC261,SmallMoleculeDrug,Casein kinase I isoform gamma-2,0,0,0,1,0,0,1,0,1,1,0,0
P78368,CSNK1G2,DB03693,N-(2-Aminoethyl)-5-Chloroisoquinoline-8-Sulfonamide,SmallMoleculeDrug,Casein kinase I isoform gamma-2,0,0,0,1,0,0,1,0,1,1,0,0
P78368,CSNK1G2,DB04604,5-iodotubercidin,SmallMoleculeDrug,Casein kinase I isoform gamma-2,0,0,0,1,0,0,1,0,1,1,0,0
Q8NCQ2,CSNK1G2-AS1,,,,,0,0,0,0,0,0,0,0,0,0,0,0
Q9Y6M4,CSNK1G3,DB04751,Purvalanol A,SmallMoleculeDrug,Casein kinase I isoform gamma-3,0,0,0,1,0,0,1,0,1,1,0,0
Q9Y6M4,CSNK1G3,DB07664,"5-AMINO-3-{[4-(AMINOSULFONYL)PHENYL]AMINO}-N-(2,6-DIFLUOROPHENYL)-1H-1,2,4-TRIAZOLE-1-CARBOTHIOAMIDE",SmallMoleculeDrug,Casein kinase I isoform gamma-3,0,0,0,1,0,0,1,0,1,1,0,0
Q9Y6M4,CSNK1G3,DB07489,"4-Amino-2-[(3-chlorophenyl)amino]-5-(4-fluorobenzoyl)-1,3-thiazol-3-ium",SmallMoleculeDrug,Casein kinase I isoform gamma-3,0,0,0,1,0,0,1,0,1,1,0,0
Q9Y6M4,CSNK1G3,DB07488,"{(2Z)-4-AMINO-2-[(4-METHOXYPHENYL)IMINO]-2,3-DIHYDRO-1,3-THIAZOL-5-YL}(4-METHOXYPHENYL)METHANONE",SmallMoleculeDrug,Casein kinase I isoform gamma-3,0,0,0,1,0,0,1,0,1,1,0,0
P68400,CSNK2A1,DB04395,Phosphoaminophosphonic Acid-Adenylate Ester,SmallMoleculeDrug,Casein kinase II subunit alpha,1,0,0,1,0,0,1,0,1,1,0,0
P68400,CSNK2A1,DB04216,Quercetin,SmallMoleculeDrug,Casein kinase II subunit alpha,1,0,0,1,0,0,1,0,1,1,0,0
P68400,CSNK2A1,DB08660,"1,2,5,8-tetrahydroxyanthracene-9,10-dione",SmallMoleculeDrug,Casein kinase II subunit alpha,1,0,0,1,0,0,1,0,1,1,0,0
P68400,CSNK2A1,DB08362,"N-(3-(8-CYANO-4-(PHENYLAMINO)PYRAZOLO[1,5-A][1,3,5]TRIAZIN-2-YLAMINO)PHENYL)ACETAMIDE",SmallMoleculeDrug,Casein kinase II subunit alpha,1,0,0,1,0,0,1,0,1,1,0,0
P68400,CSNK2A1,DB03127,Benzamidine,SmallMoleculeDrug,Casein kinase II subunit alpha,1,0,0,1,0,0,1,0,1,1,0,0
P68400,CSNK2A1,DB04720,"S-METHYL-4,5,6,7-TETRABROMO-BENZIMIDAZOLE",SmallMoleculeDrug,Casein kinase II subunit alpha,1,0,0,1,0,0,1,0,1,1,0,0
P68400,CSNK2A1,DB03924,"5,8-Di-Amino-1,4-Dihydroxy-Anthraquinone",SmallMoleculeDrug,Casein kinase II subunit alpha,1,0,0,1,0,0,1,0,1,1,0,0
P68400,CSNK2A1,DB02170,"1,8-Di-Hydroxy-4-Nitro-Xanthen-9-One",SmallMoleculeDrug,Casein kinase II subunit alpha,1,0,0,1,0,0,1,0,1,1,0,0
P68400,CSNK2A1,DB04462,Tetrabromo-2-Benzotriazole,SmallMoleculeDrug,Casein kinase II subunit alpha,1,0,0,1,0,0,1,0,1,1,0,0
P68400,CSNK2A1,DB08340,"N,N'-DIPHENYLPYRAZOLO[1,5-A][1,3,5]TRIAZINE-2,4-DIAMINE",SmallMoleculeDrug,Casein kinase II subunit alpha,1,0,0,1,0,0,1,0,1,1,0,0
P68400,CSNK2A1,DB08338,"19-(cyclopropylamino)-4,6,7,15-tetrahydro-5H-16,1-(azenometheno)-10,14-(metheno)pyrazolo[4,3-o][1,3,9]triazacyclohexadecin-8(9H)-one",SmallMoleculeDrug,Casein kinase II subunit alpha,1,0,0,1,0,0,1,0,1,1,0,0
P68400,CSNK2A1,DB07802,"3,8-DIBROMO-7-HYDROXY-4-METHYL-2H-CHROMEN-2-ONE",SmallMoleculeDrug,Casein kinase II subunit alpha,1,0,0,1,0,0,1,0,1,1,0,0
P68400,CSNK2A1,DB08473,"5,6-dichloro-1-beta-D-ribofuranosyl-1H-benzimidazole",SmallMoleculeDrug,Casein kinase II subunit alpha,1,0,0,1,0,0,1,0,1,1,0,0
P68400,CSNK2A1,DB07715,Emodin,SmallMoleculeDrug,Casein kinase II subunit alpha,1,0,0,1,0,0,1,0,1,1,0,0
P68400,CSNK2A1,DB08354,"2-(4-CHLOROBENZYLAMINO)-4-(PHENYLAMINO)PYRAZOLO[1,5-A][1,3,5]TRIAZINE-8-CARBONITRILE",SmallMoleculeDrug,Casein kinase II subunit alpha,1,0,0,1,0,0,1,0,1,1,0,0
P68400,CSNK2A1,DB03035,"1,8-Di-Hydroxy-4-Nitro-Anthraquinone",SmallMoleculeDrug,Casein kinase II subunit alpha,1,0,0,1,0,0,1,0,1,1,0,0
P68400,CSNK2A1,DB02709,Resveratrol,SmallMoleculeDrug,Casein kinase II subunit alpha,1,0,0,1,0,0,1,0,1,1,0,0
P68400,CSNK2A1,DB04721,"N1,N2-ETHYLENE-2-METHYLAMINO-4,5,6,7-TETRABROMO-BENZIMIDAZOLE",SmallMoleculeDrug,Casein kinase II subunit alpha,1,0,0,1,0,0,1,0,1,1,0,0
P68400,CSNK2A1,DB08353,"2-(CYCLOHEXYLMETHYLAMINO)-4-(PHENYLAMINO)PYRAZOLO[1,5-A][1,3,5]TRIAZINE-8-CARBONITRILE",SmallMoleculeDrug,Casein kinase II subunit alpha,1,0,0,1,0,0,1,0,1,1,0,0
P68400,CSNK2A1,DB00171,ATP,SmallMoleculeDrug,Casein kinase II subunit alpha,1,0,0,1,0,0,1,0,1,1,0,0
P68400,CSNK2A1,DB01765,"(5-Oxo-5,6-Dihydro-Indolo[1,2-a]Quinazolin-7-Yl)-Acetic Acid",SmallMoleculeDrug,Casein kinase II subunit alpha,1,0,0,1,0,0,1,0,1,1,0,0
P68400,CSNK2A1,DB04719,"DIMETHYL-(4,5,6,7-TETRABROMO-1H-BENZOIMIDAZOL-2-YL)-AMINE",SmallMoleculeDrug,Casein kinase II subunit alpha,1,0,0,1,0,0,1,0,1,1,0,0
P68400,CSNK2A1,DB08345,"4-(2-(1H-IMIDAZOL-4-YL)ETHYLAMINO)-2-(PHENYLAMINO)PYRAZOLO[1,5-A][1,3,5]TRIAZINE-8-CARBONITRILE",SmallMoleculeDrug,Casein kinase II subunit alpha,1,0,0,1,0,0,1,0,1,1,0,0
P68400,CSNK2A1,DB12010,Fostamatinib,SmallMoleculeDrug,Casein kinase II subunit alpha,1,0,0,1,0,0,1,0,1,1,0,0
P68400,CSNK2A1,DB08360,"2-(4-ETHYLPIPERAZIN-1-YL)-4-(PHENYLAMINO)PYRAZOLO[1,5-A][1,3,5]TRIAZINE-8-CARBONITRILE",SmallMoleculeDrug,Casein kinase II subunit alpha,1,0,0,1,0,0,1,0,1,1,0,0
P68400,CSNK2A1,DB08846,Ellagic Acid,SmallMoleculeDrug,Casein kinase II subunit alpha,1,0,0,1,0,0,1,0,1,1,0,0
P19784,CSNK2A2,DB07546,[1-(6-{6-[(1-methylethyl)amino]-1H-indazol-1-yl}pyrazin-2-yl)-1H-pyrrol-3-yl]acetic acid,SmallMoleculeDrug,Casein kinase II subunit alpha',1,0,0,1,0,0,1,0,1,1,0,0
P19784,CSNK2A2,DB12010,Fostamatinib,SmallMoleculeDrug,Casein kinase II subunit alpha',1,0,0,1,0,0,1,0,1,1,0,0
Q8NEV1,CSNK2A3,,,,,0,0,0,1,0,0,0,0,1,1,0,0
P67870,CSNK2B,DB00171,ATP,SmallMoleculeDrug,Casein kinase II subunit beta,0,0,0,0,0,0,1,0,0,1,0,0
P67870,CSNK2B,DB04216,Quercetin,SmallMoleculeDrug,Casein kinase II subunit beta,0,0,0,0,0,0,1,0,0,1,0,0
A0A1B0GTH6,CSNKA2IP,,,,,0,0,0,0,0,0,0,0,0,0,0,0
Q6UVK1,CSPG4,,,,,0,1,0,0,0,0,0,0,0,0,0,0
O95196,CSPG5,,,,,0,1,0,0,0,0,0,0,0,0,0,0
Q1MSJ5,CSPP1,,,,,0,0,0,0,0,0,0,0,0,0,0,0
Q96S65,CSRNP1,,,,,1,0,1,0,0,0,0,0,0,0,0,0
Q9H175,CSRNP2,,,,,1,0,1,0,0,0,0,0,0,0,0,0
Q8WYN3,CSRNP3,,,,,1,0,1,0,0,0,0,0,0,0,0,0
P21291,CSRP1,DB11638,Artenimol,SmallMoleculeDrug,Cysteine and glycine-rich protein 1,0,0,0,0,0,0,0,0,0,0,0,0
Q16527,CSRP2,,,,,0,0,0,0,0,0,0,0,0,0,0,0
P50461,CSRP3,,,,,1,0,0,0,0,0,0,0,1,0,0,0
P01037,CST1,,,,,0,0,0,0,0,0,0,0,1,0,0,0
Q9H112,CST11,,,,,0,0,0,0,0,0,0,0,1,0,0,0
P09228,CST2,,,,,0,0,0,0,0,0,0,0,1,0,0,0
P01034,CST3,,,,,0,0,0,0,0,0,0,0,1,0,0,0
P01036,CST4,,,,,0,0,0,0,0,0,0,0,1,0,0,0
P28325,CST5,,,,,0,0,0,0,0,0,0,0,1,0,0,0
Q15828,CST6,,,,,0,0,0,0,0,0,0,0,1,0,0,0
O76096,CST7,,,,,0,0,0,0,0,0,0,0,1,0,0,0
O60676,CST8,,,,,0,0,0,0,0,0,0,0,1,0,0,0
Q5W186,CST9,,,,,0,0,0,0,0,0,0,0,1,0,0,0
Q9H4G1,CST9L,,,,,0,0,0,0,0,0,0,0,1,0,0,0
Q5W188,CST9LP1,,,,,0,0,0,0,0,0,0,0,1,0,0,0
P01040,CSTA,,,,,0,0,0,0,0,0,0,0,1,0,0,0
P04080,CSTB,DB09131,Cupric Chloride,SmallMoleculeDrug,Cystatin-B,0,0,0,0,0,0,0,0,1,0,0,0
Q05048,CSTF1,,,,,0,0,0,0,0,0,0,0,0,0,0,0
P33240,CSTF2,,,,,0,0,0,0,0,1,0,0,0,0,0,0
Q9H0L4,CSTF2T,,,,,0,0,0,0,0,1,0,0,0,0,0,0
Q12996,CSTF3,,,,,0,0,0,0,0,0,0,0,0,0,0,0
Q9H114,CSTL1,,,,,0,0,0,0,0,0,0,0,1,0,0,0
Q5HYN5,CT45A1,,,,,0,0,0,0,0,0,0,0,0,0,0,0
P0DMU9,CT45A10,,,,,0,0,0,0,0,0,0,0,0,0,0,0
Q5DJT8,CT45A2,,,,,0,0,0,0,0,0,0,0,0,0,0,0
Q8NHU0,CT45A3,,,,,0,0,0,0,0,0,0,0,0,0,0,0
P0DMU8,CT45A5,,,,,0,0,0,0,0,0,0,0,0,0,0,0
P0DMU7,CT45A6,,,,,0,0,0,0,0,0,0,0,0,0,0,0
P0DMV0,CT45A7,,,,,0,0,0,0,0,0,0,0,0,0,0,0
P0DMV1,CT45A8,,,,,0,0,0,0,0,0,0,0,0,0,0,0
P0DMV2,CT45A9,,,,,0,0,0,0,0,0,0,0,0,0,0,0
Q5JQC4,CT47A1; CT47A2; CT47A3; CT47A4; CT47A5; CT47A6; CT47A7; CT47A8; CT47A9; CT47A10; CT47A11; CT47A12,,,,,0,0,0,0,0,0,0,0,0,0,0,0
P0C2W7,CT47B1,,,,,0,0,0,0,0,0,0,0,0,0,0,0
Q8WUE5,CT55,,,,,0,0,0,0,0,0,0,0,0,0,0,0
P0C5K7,CT62,,,,,0,0,0,0,0,0,0,0,0,0,0,0
Q5H943,CT83,,,,,0,1,0,0,0,0,0,0,0,0,0,0
P78358,CTAG1A; CTAG1B,,,,,0,0,0,0,0,0,0,0,0,0,0,0
O75638,CTAG2,,,,,0,0,0,0,0,0,0,0,0,0,0,0
Q96RT6,CTAGE1,,,,,0,1,0,0,0,0,0,0,0,0,0,0
Q9HC47,CTAGE1,,,,,0,1,0,0,0,0,0,0,0,0,0,0
A4D2H0,CTAGE15,,,,,0,1,0,0,0,0,0,0,0,0,0,0
Q8IX95,CTAGE3P,,,,,0,0,0,0,0,0,0,0,0,0,0,0
Q8IX94,CTAGE4,,,,,0,1,0,0,0,0,0,0,0,0,0,0
O15320,CTAGE5,,,,,0,1,0,0,0,0,0,0,0,0,0,0
Q86UF2,CTAGE6,,,,,0,1,0,0,0,0,0,0,0,0,0,0
P0CG41,CTAGE8,,,,,0,1,0,0,0,0,0,0,0,0,0,0
A4FU28,CTAGE9,,,,,0,1,0,0,0,0,0,0,0,0,0,0
Q13363,CTBP1,DB01942,Formic Acid,SmallMoleculeDrug,C-terminal-binding protein 1,1,0,0,0,0,0,0,0,1,1,0,0
P56545,CTBP2,,,,,1,0,0,0,0,0,0,0,1,1,0,0
Q01459,CTBS,,,,,0,0,0,0,0,0,0,0,1,1,0,0
Q2NKJ3,CTC1,,,,,0,0,1,0,0,0,0,0,1,0,0,0
P49711,CTCF,,,,,1,0,1,0,0,0,0,0,1,0,0,1
Q8NI51,CTCFL,,,,,1,0,1,0,0,0,0,0,0,0,0,0
O95476,CTDNEP1,,,,,0,1,0,0,0,0,0,0,1,1,0,0
Q9Y5B0,CTDP1,,,,,0,0,0,0,0,0,0,0,1,1,0,0
Q9GZU7,CTDSP1,DB04156,Aspartate Beryllium Trifluoride,SmallMoleculeDrug,Carboxy-terminal domain RNA polymerase II polypeptide A small phosphatase 1,0,0,0,0,0,0,0,0,1,1,0,0
Q9GZU7,CTDSP1,DB04272,Citric Acid,SmallMoleculeDrug,Carboxy-terminal domain RNA polymerase II polypeptide A small phosphatase 1,0,0,0,0,0,0,0,0,1,1,0,0
O14595,CTDSP2,,,,,0,0,0,0,0,0,0,0,1,1,0,0
O15194,CTDSPL,,,,,0,0,0,0,0,0,0,0,1,1,0,0
Q05D32,CTDSPL2,,,,,0,0,0,0,0,0,0,0,1,1,0,0
Q16619,CTF1,,,,,0,0,0,0,0,0,0,0,0,0,0,0
P29279,CTGF,,,,,0,0,0,0,0,0,0,0,0,0,0,0
P32929,CTH,DB03928,"Carboxymethylthio-3-(3-Chlorophenyl)-1,2,4-Oxadiazol",SmallMoleculeDrug,Cystathionine gamma-lyase,0,0,0,0,0,0,0,0,1,1,0,0
P32929,CTH,DB02328,2-[(3-Hydroxy-2-Methyl-5-Phosphonooxymethyl-Pyridin-4-Ylmethyl)-Imino]-5-Phosphono-Pent-3-Enoic Acid,SmallMoleculeDrug,Cystathionine gamma-lyase,0,0,0,0,0,0,0,0,1,1,0,0
P32929,CTH,DB00151,L-Cysteine,SmallMoleculeDrug,Cystathionine gamma-lyase,0,0,0,0,0,0,0,0,1,1,0,0
P32929,CTH,DB00114,Pyridoxal Phosphate,SmallMoleculeDrug,Cystathionine gamma-lyase,0,0,0,0,0,0,0,0,1,1,0,0
P32929,CTH,DB04217,L-2-amino-3-butynoic acid,SmallMoleculeDrug,Cystathionine gamma-lyase,0,0,0,0,0,0,0,0,1,1,0,0
Q96CG8,CTHRC1,,,,,0,0,0,0,0,0,0,0,0,0,0,0
O43310,CTIF,,,,,0,0,0,0,0,0,0,0,0,0,0,0
P16410,CTLA4,DB06186,Ipilimumab,BiotechDrug,Cytotoxic T-lymphocyte protein 4,0,1,0,0,0,0,0,0,1,0,0,0
P35221,CTNNA1,,,,,0,0,0,0,0,0,0,0,0,0,0,0
P26232,CTNNA2,,,,,0,0,0,0,0,0,0,0,0,0,1,0
Q9UI47,CTNNA3,,,,,0,0,0,0,0,0,0,0,1,0,0,0
Q9UBT7,CTNNAL1,,,,,0,0,0,0,0,0,0,0,0,0,0,0
P35222,CTNNB1,DB03904,Urea,SmallMoleculeDrug,Catenin beta-1,1,0,0,0,0,0,1,0,1,0,1,0
Q9NSA3,CTNNBIP1,,,,,0,0,0,0,0,0,1,0,0,0,0,0
Q8WYA6,CTNNBL1,,,,,0,0,0,0,0,0,0,0,0,0,0,0
O60716,CTNND1,,,,,1,0,0,0,0,0,1,0,1,0,0,0
Q9UQB3,CTNND2,,,,,1,0,0,0,0,0,1,0,1,0,1,0
O60931,CTNS,DB00138,Cystine,SmallMoleculeDrug,Cystinosin,0,1,0,0,0,0,0,0,1,0,0,0
P17812,CTPS1,DB00130,L-Glutamine,SmallMoleculeDrug,CTP synthase 1,0,0,0,0,0,0,0,0,1,1,0,0
Q9NRF8,CTPS2,,,,,0,0,0,0,0,0,0,0,1,1,0,0
Q6PD62,CTR9,,,,,1,0,0,0,0,0,1,0,0,0,0,0
P17538,CTRB1,DB07668,3-(4-DIETHYLAMINO-2-HYDROXY-PHENYL)-2-METHYL-PROPIONIC ACID,SmallMoleculeDrug,Chymotrypsinogen B,0,0,0,0,0,0,0,0,1,1,0,0
P17538,CTRB1,DB03976,Phosphorylisopropane,SmallMoleculeDrug,Chymotrypsinogen B,0,0,0,0,0,0,0,0,1,1,0,0
P17538,CTRB1,DB08374,(3S)-3-Amino-1-chloro-4-phenyl-2-butanone,SmallMoleculeDrug,Chymotrypsinogen B,0,0,0,0,0,0,0,0,1,1,0,0
P17538,CTRB1,DB01662,Trans-O-Hydroxy-Alpha-Methyl Cinnamate,SmallMoleculeDrug,Chymotrypsinogen B,0,0,0,0,0,0,0,0,1,1,0,0
P17538,CTRB1,DB08566,D-1-naphthyl-2-acetamido-ethane boronic acid,SmallMoleculeDrug,Chymotrypsinogen B,0,0,0,0,0,0,0,0,1,1,0,0
P17538,CTRB1,DB01704,"2,4-Dihydroxy-Trans Cinnamic Acid",SmallMoleculeDrug,Chymotrypsinogen B,0,0,0,0,0,0,0,0,1,1,0,0
P17538,CTRB1,DB08119,"1,1,1-TRIFLUORO-3-((N-ACETYL)-L-LEUCYLAMIDO)-4-PHENYL-BUTAN-2-ONE(N-ACETYL-L-LEUCYL-L-PHENYLALANYL TRIFLUOROMETHYL KETONE)",SmallMoleculeDrug,Chymotrypsinogen B,0,0,0,0,0,0,0,0,1,1,0,0
P17538,CTRB1,DB07383,"N-(1-BENZYL-3,3,3-TRIFLUORO-2,2-DIHYDROXY-PROPYL)-ACETAMIDE",SmallMoleculeDrug,Chymotrypsinogen B,0,0,0,0,0,0,0,0,1,1,0,0
P17538,CTRB1,DB07899,(2S) N-acetyl-L-alanyl-αL-phenylalanyl-chloroethylketone,SmallMoleculeDrug,Chymotrypsinogen B,0,0,0,0,0,0,0,0,1,1,0,0
P17538,CTRB1,DB07380,"1,1,1-TRIFLUORO-3-ACETAMIDO-4-PHENYL BUTAN-2-ONE(N-ACETYL-L-PHENYLALANYL TRIFLUOROMETHYL KETONE)",SmallMoleculeDrug,Chymotrypsinogen B,0,0,0,0,0,0,0,0,1,1,0,0
P17538,CTRB1,DB06692,Aprotinin,BiotechDrug,Chymotrypsinogen B,0,0,0,0,0,0,0,0,1,1,0,0
P17538,CTRB1,DB08693,L-1-(4-chlorophenyl)-2-(acetamido)ethane boronic acid,SmallMoleculeDrug,Chymotrypsinogen B,0,0,0,0,0,0,0,0,1,1,0,0
P17538,CTRB1,DB08565,L-1-naphthyl-2-acetamido-ethane boronic acid,SmallMoleculeDrug,Chymotrypsinogen B,0,0,0,0,0,0,0,0,1,1,0,0
P17538,CTRB1,DB08692,D-1-(4-chlorophenyl)-2-(acetamido)ethane boronic acid,SmallMoleculeDrug,Chymotrypsinogen B,0,0,0,0,0,0,0,0,1,1,0,0
P17538,CTRB1,DB07749,2-ACETYLAMINO-4-METHYL-PENTANOIC ACID (1-FORMYL-2-PHENYL-ETHYL)-AMIDE,SmallMoleculeDrug,Chymotrypsinogen B,0,0,0,0,0,0,0,0,1,1,0,0
P17538,CTRB1,DB01963,Phenylethane Boronic Acid,SmallMoleculeDrug,Chymotrypsinogen B,0,0,0,0,0,0,0,0,1,1,0,0
Q6GPI1,CTRB2,,,,,0,0,0,0,0,0,0,0,1,1,0,0
Q99895,CTRC,,,,,0,0,0,0,0,0,0,0,1,1,0,0
P40313,CTRL,,,,,0,0,0,0,0,0,0,0,1,1,0,0
P10619,CTSA,,,,,0,0,0,0,0,0,0,0,1,1,0,0
P07858,CTSB,DB07223,"METHYL N-({(2S,3S)-3-[(PROPYLAMINO)CARBONYL]OXIRAN-2-YL}CARBONYL)-L-ISOLEUCYL-L-PROLINATE",SmallMoleculeDrug,Cathepsin B,0,0,0,0,0,0,0,0,1,1,0,0
P07858,CTSB,DB02108,2-Aminoethanimidic Acid,SmallMoleculeDrug,Cathepsin B,0,0,0,0,0,0,0,0,1,1,0,0
P07858,CTSB,DB07224,"N-{[(2S,3S)-3-(ETHOXYCARBONYL)OXIRAN-2-YL]CARBONYL}-L-ISOLEUCYL-L-ALANINE",SmallMoleculeDrug,Cathepsin B,0,0,0,0,0,0,0,0,1,1,0,0
P07858,CTSB,DB07219,"BENZYL N-({(2S,3S)-3-[(PROPYLAMINO)CARBONYL]OXIRAN-2-YL}CARBONYL)-L-ISOLEUCYL-L-PROLINATE",SmallMoleculeDrug,Cathepsin B,0,0,0,0,0,0,0,0,1,1,0,0
P07858,CTSB,DB04126,N-[1-Hydroxycarboxyethyl-Carbonyl]Leucylamino-2-Methyl-Butane,SmallMoleculeDrug,Cathepsin B,0,0,0,0,0,0,0,0,1,1,0,0
P07858,CTSB,DB02148,3-Amino-4-Oxybenzyl-2-Butanone,SmallMoleculeDrug,Cathepsin B,0,0,0,0,0,0,0,0,1,1,0,0
P07858,CTSB,DB03588,Diphenylacetic Acid,SmallMoleculeDrug,Cathepsin B,0,0,0,0,0,0,0,0,1,1,0,0
P07858,CTSB,DB02855,N-(3-Propylcarbamoyloxirane-2-Carbonyl)-Isoleucyl-Proline,SmallMoleculeDrug,Cathepsin B,0,0,0,0,0,0,0,0,1,1,0,0
P07858,CTSB,DB03329,2-Pyridinethiol,SmallMoleculeDrug,Cathepsin B,0,0,0,0,0,0,0,0,1,1,0,0
P07858,CTSB,DB07160,"N-{[(2S,3S)-3-(ETHOXYCARBONYL)OXIRAN-2-YL]CARBONYL}-L-ISOLEUCINE",SmallMoleculeDrug,Cathepsin B,0,0,0,0,0,0,0,0,1,1,0,0
P07858,CTSB,DB04579,"N-{[(2S,3S)-3-(ETHOXYCARBONYL)OXIRAN-2-YL]CARBONYL}-",SmallMoleculeDrug,Cathepsin B,0,0,0,0,0,0,0,0,1,1,0,0
P07858,CTSB,DB07225,"N-{[(2S,3S)-3-(ETHOXYCARBONYL)OXIRAN-2-YL]CARBONYL}-L-ISOLEUCYL-L-ISOLEUCINE",SmallMoleculeDrug,Cathepsin B,0,0,0,0,0,0,0,0,1,1,0,0
P07858,CTSB,DB07231,"N-({(2S,3S)-3-[(BENZYLAMINO)CARBONYL]OXIRAN-2-YL}CARBONYL)-L-ISOLEUCYL-L-PROLINE",SmallMoleculeDrug,Cathepsin B,0,0,0,0,0,0,0,0,1,1,0,0
P07858,CTSB,DB02685,3-Methylphenylalanine,SmallMoleculeDrug,Cathepsin B,0,0,0,0,0,0,0,0,1,1,0,0
P53634,CTSC,,,,,0,0,0,0,0,0,0,0,1,1,0,0
P07339,CTSD,DB00030,Insulin Human,BiotechDrug,Cathepsin D,0,0,0,0,0,0,0,0,1,1,0,0
P07339,CTSD,DB00071,Insulin Pork,BiotechDrug,Cathepsin D,0,0,0,0,0,0,0,0,1,1,0,0
P07339,CTSD,DB03096,N-Aminoethylmorpholine,SmallMoleculeDrug,Cathepsin D,0,0,0,0,0,0,0,0,1,1,0,0
P07339,CTSD,DB02216,S-Methylcysteine,SmallMoleculeDrug,Cathepsin D,0,0,0,0,0,0,0,0,1,1,0,0
P07339,CTSD,DB07542,5-AMINO-6-CYCLOHEXYL-4-HYDROXY-2-ISOBUTYL-HEXANOIC ACID,SmallMoleculeDrug,Cathepsin D,0,0,0,0,0,0,0,0,1,1,0,0
P07339,CTSD,DB08740,"CYCLOHEXYLMETHYL-2,3-DIHYDROXY-5-METHYL-HEXYLAMIDE",SmallMoleculeDrug,Cathepsin D,0,0,0,0,0,0,0,0,1,1,0,0
P07339,CTSD,DB03028,1h-Benoximidazole-2-Carboxylic Acid,SmallMoleculeDrug,Cathepsin D,0,0,0,0,0,0,0,0,1,1,0,0
P14091,CTSE,,,,,0,0,0,0,0,0,0,0,1,1,0,0
Q9UBX1,CTSF,DB08775,Nα-[(Benzyloxy)carbonyl]-N-[(2S)-4-fluoro-3-oxo-2-butanyl]-L-tyrosinamide,SmallMoleculeDrug,Cathepsin F,0,0,0,0,0,0,0,0,1,1,0,0
Q9UBX1,CTSF,DB03691,WRR-112,SmallMoleculeDrug,Cathepsin F,0,0,0,0,0,0,0,0,1,1,0,0
Q9UBX1,CTSF,DB03536,Benzoyl-Arginine-Alanine-Methyl Ketone,SmallMoleculeDrug,Cathepsin F,0,0,0,0,0,0,0,0,1,1,0,0
Q9UBX1,CTSF,DB01871,[1-(1-Benzyl-3-Hydroxy-2-Oxo-Propylcarbamoyl)-2-Phenyl-Ethyl]-Carbamic Acid Benzyl Ester,SmallMoleculeDrug,Cathepsin F,0,0,0,0,0,0,0,0,1,1,0,0
Q9UBX1,CTSF,DB03573,WRR-99,SmallMoleculeDrug,Cathepsin F,0,0,0,0,0,0,0,0,1,1,0,0
Q9UBX1,CTSF,DB02243,4-Morpholin-4-Yl-Piperidine-1-Carboxylic Acid [1-(3-Benzenesulfonyl-1-Propyl-Allylcarbamoyl)-2-Phenylethyl]-Amide,SmallMoleculeDrug,Cathepsin F,0,0,0,0,0,0,0,0,1,1,0,0
Q9UBX1,CTSF,DB07913,HOMOPHENYLALANINYLMETHANE,SmallMoleculeDrug,Cathepsin F,0,0,0,0,0,0,0,0,1,1,0,0
Q9UBX1,CTSF,DB01810,"[1-(1-Methyl-4,5-Dioxo-Pent-2-Enylcarbamoyl)-2-Phenyl-Ethyl]-Carbamic Acid Benzyl Ester",SmallMoleculeDrug,Cathepsin F,0,0,0,0,0,0,0,0,1,1,0,0
P08311,CTSG,DB02360,Bis-Napthyl Beta-Ketophosphonic Acid,SmallMoleculeDrug,Cathepsin G,0,0,0,0,0,0,0,0,1,1,0,0
P08311,CTSG,DB04016,2-[3-({Methyl[1-(2-Naphthoyl)Piperidin-4-Yl]Amino}Carbonyl)-2-Naphthyl]-1-(1-Naphthyl)-2-Oxoethylphosphonic Acid,SmallMoleculeDrug,Cathepsin G,0,0,0,0,0,0,0,0,1,1,0,0
P09668,CTSH,DB02140,N1-(1-Dimethylcarbamoyl-2-Phenyl-Ethyl)-2-Oxo-N4-(2-Pyridin-2-Yl-Ethyl)-Succinamide,SmallMoleculeDrug,Pro-cathepsin H,0,0,0,0,0,0,0,0,1,1,0,0
P09668,CTSH,DB08526,CARBOBENZYLOXY-(L)-LEUCINYL-(L)LEUCINYL METHOXYMETHYLKETONE,SmallMoleculeDrug,Pro-cathepsin H,0,0,0,0,0,0,0,0,1,1,0,0
P09668,CTSH,DB03120,Para-Toluene Sulfonate,SmallMoleculeDrug,Pro-cathepsin H,0,0,0,0,0,0,0,0,1,1,0,0
P09668,CTSH,DB04126,N-[1-Hydroxycarboxyethyl-Carbonyl]Leucylamino-2-Methyl-Butane,SmallMoleculeDrug,Pro-cathepsin H,0,0,0,0,0,0,0,0,1,1,0,0
