"GeneName","UniProtID","DrugBank ID","Name","Type","UniProt Name","Transcription regulation","Transmembrane","DNA-binding","Kinase","metaboli","RNA-binding","signal","enzyme","ase","Enzyme","Oncogene","TSG"
"1097","B3GAT3","O94766","DB03435","Uridine-5'-Diphosphate","SmallMoleculeDrug","Galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase 3",0,1,0,0,0,0,0,0,1,1,0,0
"1098","B4GALNT1","Q00973",,,,,0,1,0,0,1,0,0,0,1,1,0,0
"1099","B4GALT1","P15291","DB00141","N-Acetylglucosamine","SmallMoleculeDrug","Beta-1,4-galactosyltransferase 1",0,1,0,0,0,0,0,0,1,1,0,0
"1100","B4GALT1","P15291","DB03685","Uridine monophosphate","SmallMoleculeDrug","Beta-1,4-galactosyltransferase 1",0,1,0,0,0,0,0,0,1,1,0,0
"1101","B4GALT1","P15291","DB03814","2-(N-Morpholino)-Ethanesulfonic Acid","SmallMoleculeDrug","Beta-1,4-galactosyltransferase 1",0,1,0,0,0,0,0,0,1,1,0,0
"1102","B4GALT1","P15291","DB02696","6-Aminohexyl-Uridine-C1,5'-Diphosphate","SmallMoleculeDrug","Beta-1,4-galactosyltransferase 1",0,1,0,0,0,0,0,0,1,1,0,0
"1103","B4GALT1","P15291","DB03013","Di(N-Acetyl-D-Glucosamine)","SmallMoleculeDrug","Beta-1,4-galactosyltransferase 1",0,1,0,0,0,0,0,0,1,1,0,0
"1104","B4GALT1","P15291","DB03501","Galactose-uridine-5'-diphosphate","SmallMoleculeDrug","Beta-1,4-galactosyltransferase 1",0,1,0,0,0,0,0,0,1,1,0,0
"1105","B4GALT3","O60512","DB00141","N-Acetylglucosamine","SmallMoleculeDrug","Beta-1,4-galactosyltransferase 3",0,1,0,0,0,0,0,0,1,1,0,0
"1106","B4GALT4","O60513","DB00141","N-Acetylglucosamine","SmallMoleculeDrug","Beta-1,4-galactosyltransferase 4",0,1,0,0,0,0,0,0,1,1,0,0
"1107","BACE1","P56817","DB07284","N~3~-(3-PYRIDIN-3-YLBENZYL)PYRIDINE-2,3-DIAMINE","SmallMoleculeDrug","Beta-secretase 1",0,1,0,0,0,0,0,0,1,1,0,0
"1108","BACE1","P56817","DB06073","CTS-21166","SmallMoleculeDrug","Beta-secretase 1",0,1,0,0,0,0,0,0,1,1,0,0
"1109","BACE1","P56817","DB07019","N-[(5R,14R)-5-AMINO-5,14-DIMETHYL-4-OXO-3-OXA-18-AZATRICYCLO[15.3.1.1~7,11~]DOCOSA-1(21),7(22),8,10,17,19-HEXAEN-19-YL]-N-METHYLMETHANESULFONAMIDE","SmallMoleculeDrug","Beta-secretase 1",0,1,0,0,0,0,0,0,1,1,0,0
"1110","BACE1","P56817","DB07175","N-{2-methyl-5-[(6-phenylpyrimidin-4-yl)amino]phenyl}methanesulfonamide","SmallMoleculeDrug","Beta-secretase 1",0,1,0,0,0,0,0,0,1,1,0,0
"1111","BACE1","P56817","DB07303","N~3~-[3-(5-METHOXYPYRIDIN-3-YL)BENZYL]PYRIDINE-2,3-DIAMINE","SmallMoleculeDrug","Beta-secretase 1",0,1,0,0,0,0,0,0,1,1,0,0
"1112","BACE1","P56817","DB07736","(2S)-4-(4-fluorobenzyl)-N-(2-sulfanylethyl)piperazine-2-carboxamide","SmallMoleculeDrug","Beta-secretase 1",0,1,0,0,0,0,0,0,1,1,0,0
"1113","BACE1","P56817","DB02378","MMI-175","SmallMoleculeDrug","Beta-secretase 1",0,1,0,0,0,0,0,0,1,1,0,0
"1114","BACE1","P56817","DB07110","4-(4-FLUOROBENZYL)PIPERIDINE","SmallMoleculeDrug","Beta-secretase 1",0,1,0,0,0,0,0,0,1,1,0,0
"1115","BACE1","P56817","DB06930","N-[amino(imino)methyl]-2-(2,5-diphenyl-1H-pyrrol-1-yl)acetamide","SmallMoleculeDrug","Beta-secretase 1",0,1,0,0,0,0,0,0,1,1,0,0
"1116","BACE1","P56817","DB07738","N-[1-(5-bromo-2,3-dimethoxybenzyl)piperidin-4-yl]-4-sulfanylbutanamide","SmallMoleculeDrug","Beta-secretase 1",0,1,0,0,0,0,0,0,1,1,0,0
"1117","BACE1","P56817","DB07519","(6R)-2-amino-6-[2-(3'-methoxybiphenyl-3-yl)ethyl]-3,6-dimethyl-5,6-dihydropyrimidin-4(3H)-one","SmallMoleculeDrug","Beta-secretase 1",0,1,0,0,0,0,0,0,1,1,0,0
"1118","BACE1","P56817","DB07535","2-amino-6-[2-(1H-indol-6-yl)ethyl]pyrimidin-4(3H)-one","SmallMoleculeDrug","Beta-secretase 1",0,1,0,0,0,0,0,0,1,1,0,0
"1119","BACE1","P56817","DB07089","N-[amino(imino)methyl]-2-[2-(2-chlorophenyl)-4-(4-propoxyphenyl)-3-thienyl]acetamide","SmallMoleculeDrug","Beta-secretase 1",0,1,0,0,0,0,0,0,1,1,0,0
"1120","BACE1","P56817","DB07415","4-[(1S)-1-(3-fluoro-4-methoxyphenyl)-2-(2-methoxy-5-nitrophenyl)ethyl]-1H-imidazol-2-amine","SmallMoleculeDrug","Beta-secretase 1",0,1,0,0,0,0,0,0,1,1,0,0
"1121","BACE1","P56817","DB07345","4-(2-aminoethyl)-2-cyclohexylphenol","SmallMoleculeDrug","Beta-secretase 1",0,1,0,0,0,0,0,0,1,1,0,0
"1122","BACE1","P56817","DB07874","(6S)-2-amino-6-(3'-methoxybiphenyl-3-yl)-3,6-dimethyl-5,6-dihydropyrimidin-4(3H)-one","SmallMoleculeDrug","Beta-secretase 1",0,1,0,0,0,0,0,0,1,1,0,0
"1123","BACE1","P56817","DB08749","3-(2-AMINO-6-BENZOYLQUINAZOLIN-3(4H)-YL)-N-CYCLOHEXYL-N-METHYLPROPANAMIDE","SmallMoleculeDrug","Beta-secretase 1",0,1,0,0,0,0,0,0,1,1,0,0
"1124","BACE1","P56817","DB07573","(2S)-1-(2,5-dimethylphenoxy)-3-morpholin-4-ylpropan-2-ol","SmallMoleculeDrug","Beta-secretase 1",0,1,0,0,0,0,0,0,1,1,0,0
"1125","BACE1","P56817","DB07346","4-(2-aminoethyl)-2-ethylphenol","SmallMoleculeDrug","Beta-secretase 1",0,1,0,0,0,0,0,0,1,1,0,0
"1126","BACE1","P56817","DB07206","6-[2-(1H-INDOL-6-YL)ETHYL]PYRIDIN-2-AMINE","SmallMoleculeDrug","Beta-secretase 1",0,1,0,0,0,0,0,0,1,1,0,0
"1127","BACE1","P56817","DB07993","N~3~-[3-(1H-INDOL-6-YL)BENZYL]PYRIDINE-2,3-DIAMINE","SmallMoleculeDrug","Beta-secretase 1",0,1,0,0,0,0,0,0,1,1,0,0
"1128","BACE1","P56817","DB07994","N~3~-[5-(1H-INDOL-6-YL)-2-(PYRIDIN-2-YLMETHOXY)BENZYL]PYRIDINE-2,3-DIAMINE","SmallMoleculeDrug","Beta-secretase 1",0,1,0,0,0,0,0,0,1,1,0,0
"1129","BACE1","P56817","DB07737","(2S)-4-(4-fluorobenzyl)-N-(3-sulfanylpropyl)piperazine-2-carboxamide","SmallMoleculeDrug","Beta-secretase 1",0,1,0,0,0,0,0,0,1,1,0,0
"1130","BACE1","P56817","DB07281","N~3~-BENZYLPYRIDINE-2,3-DIAMINE","SmallMoleculeDrug","Beta-secretase 1",0,1,0,0,0,0,0,0,1,1,0,0
"1131","BACE1","P56817","DB12285","Verubecestat","SmallMoleculeDrug","Beta-secretase 1",0,1,0,0,0,0,0,0,1,1,0,0
"1132","BACE1","P56817","DB07245","6-[2-(3'-METHOXYBIPHENYL-3-YL)ETHYL]PYRIDIN-2-AMINE","SmallMoleculeDrug","Beta-secretase 1",0,1,0,0,0,0,0,0,1,1,0,0
"1133","BACE1","P56817","DB07734","N-(1-benzylpiperidin-4-yl)-4-sulfanylbutanamide","SmallMoleculeDrug","Beta-secretase 1",0,1,0,0,0,0,0,0,1,1,0,0
"1134","BACE1","P56817","DB07735","N-[1-(2,6-dimethoxybenzyl)piperidin-4-yl]-4-sulfanylbutanamide","SmallMoleculeDrug","Beta-secretase 1",0,1,0,0,0,0,0,0,1,1,0,0
"1135","BACE2","Q9Y5Z0",,,,,0,1,0,0,0,0,0,0,1,1,0,0
"1136","BACH1","O14867",,,,,1,0,1,0,0,0,0,0,0,0,0,0
"1137","BACH2","Q9BYV9",,,,,1,0,1,0,0,0,0,0,0,0,0,0
"1138","BAD","Q92934","DB12340","Navitoclax","SmallMoleculeDrug","Bcl2-associated agonist of cell death",0,0,0,0,0,0,0,0,0,0,0,0
"1139","BAG1","Q99933","DB07045","(2R,3R,4S,5R)-2-[6-amino-8-[(3,4-dichlorophenyl)methylamino]purin-9-yl]-5-(hydroxymethyl)oxolane-3,4-diol","SmallMoleculeDrug","BAG family molecular chaperone regulator 1",0,0,0,0,0,0,0,0,0,0,0,0
"1140","BAG3","O95817",,,,,0,0,0,0,0,0,0,0,1,0,0,0
"1141","BAG6","P46379",,,,,0,0,0,0,0,0,0,0,0,0,0,0
"1142","BAK1","Q16611",,,,,0,1,0,0,0,0,0,0,0,0,0,0
"1143","BAMBI","Q13145",,,,,0,1,0,0,0,0,0,0,0,0,0,0
"1144","BARD1","Q99728",,,,,0,0,0,0,0,0,0,0,1,1,0,1
"1145","BARX1","Q9HBU1",,,,,1,0,1,0,0,0,0,0,0,0,0,0
"1146","BATF","Q16520",,,,,1,0,1,0,0,0,0,0,0,0,0,0
"1147","BATF3","Q9NR55",,,,,1,0,1,0,0,0,0,0,0,0,0,0
"1148","BAX","Q07812",,,,,0,1,0,0,0,0,0,0,0,0,0,1
"1149","BAZ1B","Q9UIG0",,,,,1,0,0,1,0,0,0,0,1,1,0,0
"1150","BAZ2B","Q9UIF8",,,,,1,0,1,0,0,0,0,0,0,0,0,0
"1151","BBC3","Q96PG8",,,,,0,0,0,0,0,0,0,0,0,0,0,0
"1152","BBC3","Q9BXH1",,,,,0,0,0,0,0,0,0,0,0,0,0,0
"1153","BBS9","Q3SYG4",,,,,0,0,0,0,0,0,0,0,1,0,0,0
"1154","BCAR1","P56945",,,,,0,0,0,0,0,0,0,0,0,0,0,0
"1155","BCAT1","P54687","DB00114","Pyridoxal Phosphate","SmallMoleculeDrug","Branched-chain-amino-acid aminotransferase, cytosolic",0,0,0,0,0,0,0,0,1,1,0,0
"1156","BCAT1","P54687","DB07544","N'-(5-CHLOROBENZOFURAN-2-CARBONYL)-2-(TRIFLUOROMETHYL)BENZENESULFONOHYDRAZIDE","SmallMoleculeDrug","Branched-chain-amino-acid aminotransferase, cytosolic",0,0,0,0,0,0,0,0,1,1,0,0
"1157","BCAT1","P54687","DB00142","Glutamic Acid","SmallMoleculeDrug","Branched-chain-amino-acid aminotransferase, cytosolic",0,0,0,0,0,0,0,0,1,1,0,0
"1158","BCAT1","P54687","DB00167","L-Isoleucine","SmallMoleculeDrug","Branched-chain-amino-acid aminotransferase, cytosolic",0,0,0,0,0,0,0,0,1,1,0,0
"1159","BCAT1","P54687","DB00161","L-Valine","SmallMoleculeDrug","Branched-chain-amino-acid aminotransferase, cytosolic",0,0,0,0,0,0,0,0,1,1,0,0
"1160","BCAT1","P54687","DB00149","L-Leucine","SmallMoleculeDrug","Branched-chain-amino-acid aminotransferase, cytosolic",0,0,0,0,0,0,0,0,1,1,0,0
"1161","BCAT2","O15382","DB04074","Alpha-ketoisovalerate","SmallMoleculeDrug","Branched-chain-amino-acid aminotransferase, mitochondrial",0,0,0,0,0,0,0,0,1,1,0,0
"1162","BCAT2","O15382","DB00142","Glutamic Acid","SmallMoleculeDrug","Branched-chain-amino-acid aminotransferase, mitochondrial",0,0,0,0,0,0,0,0,1,1,0,0
"1163","BCAT2","O15382","DB00167","L-Isoleucine","SmallMoleculeDrug","Branched-chain-amino-acid aminotransferase, mitochondrial",0,0,0,0,0,0,0,0,1,1,0,0
"1164","BCAT2","O15382","DB00114","Pyridoxal Phosphate","SmallMoleculeDrug","Branched-chain-amino-acid aminotransferase, mitochondrial",0,0,0,0,0,0,0,0,1,1,0,0
"1165","BCAT2","O15382","DB02635","N-[O-Phosphono-Pyridoxyl]-Isoleucine","SmallMoleculeDrug","Branched-chain-amino-acid aminotransferase, mitochondrial",0,0,0,0,0,0,0,0,1,1,0,0
"1166","BCAT2","O15382","DB02142","Pyridoxamine-5'-Phosphate","SmallMoleculeDrug","Branched-chain-amino-acid aminotransferase, mitochondrial",0,0,0,0,0,0,0,0,1,1,0,0
"1167","BCAT2","O15382","DB00149","L-Leucine","SmallMoleculeDrug","Branched-chain-amino-acid aminotransferase, mitochondrial",0,0,0,0,0,0,0,0,1,1,0,0
"1168","BCCIP","Q9P287",,,,,0,0,0,0,0,0,0,0,0,0,0,0
"1169","BCKDHA","P12694",,,,,0,0,0,0,0,0,0,0,1,1,0,0
"1170","BCKDK","O14874","DB02930","Adenosine 5'-[γ-thio]triphosphate","SmallMoleculeDrug","[3-methyl-2-oxobutanoate dehydrogenase [lipoamide]] kinase, mitochondrial",0,0,0,1,0,0,0,0,1,1,0,0
"1171","BCL10","O95999",,,,,0,0,0,0,0,0,0,0,1,0,0,1
"1172","BCL2","P10415","DB01050","Ibuprofen","SmallMoleculeDrug","Apoptosis regulator Bcl-2",0,1,0,0,0,0,0,0,1,0,1,0
"1173","BCL2","P10415","DB12340","Navitoclax","SmallMoleculeDrug","Apoptosis regulator Bcl-2",0,1,0,0,0,0,0,0,1,0,1,0
"1174","BCL2","P10415","DB09401","Isosorbide","SmallMoleculeDrug","Apoptosis regulator Bcl-2",0,1,0,0,0,0,0,0,1,0,1,0
"1175","BCL2","P10415","DB08871","Eribulin","SmallMoleculeDrug","Apoptosis regulator Bcl-2",0,1,0,0,0,0,0,0,1,0,1,0
"1176","BCL2","P10415","DB01229","Paclitaxel","SmallMoleculeDrug","Apoptosis regulator Bcl-2",0,1,0,0,0,0,0,0,1,0,1,0
"1177","BCL2","P10415","DB09213","Dexibuprofen","SmallMoleculeDrug","Apoptosis regulator Bcl-2",0,1,0,0,0,0,0,0,1,0,1,0
"1178","BCL2","P10415","DB01367","Rasagiline","SmallMoleculeDrug","Apoptosis regulator Bcl-2",0,1,0,0,0,0,0,0,1,0,1,0
"1179","BCL2","P10415","DB05297","Paclitaxel docosahexaenoic acid","SmallMoleculeDrug","Apoptosis regulator Bcl-2",0,1,0,0,0,0,0,0,1,0,1,0
"1180","BCL2","P10415","DB06307","Apoptone","SmallMoleculeDrug","Apoptosis regulator Bcl-2",0,1,0,0,0,0,0,0,1,0,1,0
"1181","BCL2","P10415","DB11581","Venetoclax","SmallMoleculeDrug","Apoptosis regulator Bcl-2",0,1,0,0,0,0,0,0,1,0,1,0
"1182","BCL2","P10415","DB12191","Obatoclax","SmallMoleculeDrug","Apoptosis regulator Bcl-2",0,1,0,0,0,0,0,0,1,0,1,0
"1183","BCL2","P10415","DB06756","Glycine betaine","SmallMoleculeDrug","Apoptosis regulator Bcl-2",0,1,0,0,0,0,0,0,1,0,1,0
"1184","BCL2","P10415","DB05281","S-8184","SmallMoleculeDrug","Apoptosis regulator Bcl-2",0,1,0,0,0,0,0,0,1,0,1,0
"1185","BCL2","P10415","DB01248","Docetaxel","SmallMoleculeDrug","Apoptosis regulator Bcl-2",0,1,0,0,0,0,0,0,1,0,1,0
"1186","BCL2A1","Q16548",,,,,0,0,0,0,0,0,0,0,0,0,0,0
"1187","BCL2L1","Q07817","DB07108","4'-FLUORO-1,1'-BIPHENYL-4-CARBOXYLIC ACID","SmallMoleculeDrug","Bcl-2-like protein 1",0,1,0,0,0,0,0,0,0,0,0,0
"1188","BCL2L1","Q07817","DB13044","Gossypol","SmallMoleculeDrug","Bcl-2-like protein 1",0,1,0,0,0,0,0,0,0,0,0,0
"1189","BCL2L1","Q07817","DB09401","Isosorbide","SmallMoleculeDrug","Bcl-2-like protein 1",0,1,0,0,0,0,0,0,0,0,0,0
"1190","BCL2L11","O43521",,,,,0,0,0,0,0,0,0,0,0,0,0,0
"1191","BCL2L13","Q9BXK5",,,,,0,1,0,0,0,0,0,0,0,0,0,0
"1192","BCL2L2","Q92843","DB12340","Navitoclax","SmallMoleculeDrug","Bcl-2-like protein 2",0,0,0,0,0,0,0,0,0,0,0,0
"1193","BCL3","P20749",,,,,1,0,0,0,0,0,0,0,0,0,1,0
"1194","BCL6","P41182",,,,,1,0,1,0,0,0,0,0,0,0,1,0
"1195","BCL6B","Q8N143",,,,,0,0,0,0,0,0,0,0,0,0,0,0
"1196","BCL7B","Q9BQE9",,,,,0,0,0,0,0,0,1,0,0,0,0,0
"1197","BCL9","O00512",,,,,0,0,0,0,0,0,1,0,0,0,1,0
"1198","BCL9L","Q86UU0",,,,,1,0,0,0,0,0,0,0,0,0,1,1
"1199","BCLAF1","Q9NYF8",,,,,1,0,1,0,0,0,0,0,0,0,0,0
"1200","BCR","P11274","DB01254","Dasatinib","SmallMoleculeDrug","Breakpoint cluster region protein",0,0,0,1,0,0,0,0,1,1,0,0
"1201","BCR","P11274","DB08901","Ponatinib","SmallMoleculeDrug","Breakpoint cluster region protein",0,0,0,1,0,0,0,0,1,1,0,0
"1202","BCR","P11274","DB06616","Bosutinib","SmallMoleculeDrug","Breakpoint cluster region protein",0,0,0,1,0,0,0,0,1,1,0,0
"1203","BDH1","Q02338","DB00157","NADH","SmallMoleculeDrug","D-beta-hydroxybutyrate dehydrogenase, mitochondrial",0,0,0,0,0,0,0,1,1,1,0,0
"1204","BDKRB2","P30411","DB06549","Labradimil","SmallMoleculeDrug","B2 bradykinin receptor",0,1,0,0,0,0,0,0,0,0,0,0
"1205","BDKRB2","P30411","DB06196","Icatibant","SmallMoleculeDrug","B2 bradykinin receptor",0,1,0,0,0,0,0,0,0,0,0,0
"1206","BDKRB2","P30411","DB05038","Anatibant","SmallMoleculeDrug","B2 bradykinin receptor",0,1,0,0,0,0,0,0,0,0,0,0
"1207","BDNF","P23560","DB09130","Copper","SmallMoleculeDrug","Brain-derived neurotrophic factor",0,0,0,0,0,0,0,0,1,0,0,0
"1208","BDNF","P23560","DB09301","Chondroitin sulfate","SmallMoleculeDrug","Brain-derived neurotrophic factor",0,0,0,0,0,0,0,0,1,0,0,0
"1209","BDNF","P23560","DB05047","CX717","SmallMoleculeDrug","Brain-derived neurotrophic factor",0,0,0,0,0,0,0,0,1,0,0,0
"1210","BECN1","Q14457","DB00783","Estradiol","SmallMoleculeDrug","Beclin-1",0,0,0,0,0,0,0,0,0,0,0,0
"1211","BECN1","Q14457","DB13954","Estradiol cypionate","SmallMoleculeDrug","Beclin-1",0,0,0,0,0,0,0,0,0,0,0,0
"1212","BECN1","Q14457","DB13952","Estradiol acetate","SmallMoleculeDrug","Beclin-1",0,0,0,0,0,0,0,0,0,0,0,0
"1213","BECN1","Q14457","DB13953","Estradiol benzoate","SmallMoleculeDrug","Beclin-1",0,0,0,0,0,0,0,0,0,0,0,0
"1214","BECN1","Q14457","DB13956","Estradiol valerate","SmallMoleculeDrug","Beclin-1",0,0,0,0,0,0,0,0,0,0,0,0
"1215","BECN1","Q14457","DB13955","Estradiol dienanthate","SmallMoleculeDrug","Beclin-1",0,0,0,0,0,0,0,0,0,0,0,0
"1216","BEND5","Q7L4P6",,,,,1,0,1,0,0,0,0,0,0,0,0,0
"1217","BHLHE40","O14503",,,,,1,0,1,0,0,0,0,0,0,0,0,0
"1218","BHMT","Q93088","DB02337","S-(D-Carboxybutyl)-L-Homocysteine","SmallMoleculeDrug","Betaine--homocysteine S-methyltransferase 1",0,0,0,0,0,0,0,0,1,1,0,0
"1219","BHMT","Q93088","DB04272","Citric Acid","SmallMoleculeDrug","Betaine--homocysteine S-methyltransferase 1",0,0,0,0,0,0,0,0,1,1,0,0
"1220","BHMT","Q93088","DB00134","Methionine","SmallMoleculeDrug","Betaine--homocysteine S-methyltransferase 1",0,0,0,0,0,0,0,0,1,1,0,0
"1221","BHMT2","Q9H2M3","DB00134","Methionine","SmallMoleculeDrug","S-methylmethionine--homocysteine S-methyltransferase BHMT2",0,0,0,0,0,0,0,0,1,1,0,0
"1222","BID","P55957",,,,,0,0,0,0,0,0,0,0,0,0,0,0
"1223","BIK","Q13323",,,,,0,1,0,0,0,0,0,0,0,0,0,0
"1224","BIRC2","Q13490",,,,,1,0,0,0,0,0,0,0,1,1,0,0
"1225","BIRC3","Q13489",,,,,0,0,0,0,0,0,0,0,1,1,1,1
"1226","BIRC5","O15392","DB04115","Berberine","SmallMoleculeDrug","Baculoviral IAP repeat-containing protein 5",1,0,0,0,0,0,0,0,1,0,0,0
"1227","BIRC5","O15392","DB00206","Reserpine","SmallMoleculeDrug","Baculoviral IAP repeat-containing protein 5",1,0,0,0,0,0,0,0,1,0,0,0
"1228","BIRC5","O15392","DB05141","LY2181308","SmallMoleculeDrug","Baculoviral IAP repeat-containing protein 5",1,0,0,0,0,0,0,0,1,0,0,0
"1229","BIRC6","Q9NR09",,,,,0,0,0,0,0,0,0,0,1,1,1,0
"1230","BLCAP","P62952",,,,,0,1,0,0,0,0,0,0,0,0,0,0
"1231","BLK","P51451","DB12010","Fostamatinib","SmallMoleculeDrug","Tyrosine-protein kinase Blk",0,0,0,1,0,0,0,0,1,1,0,0
"1232","BLM","P54132",,,,,0,0,1,0,0,0,0,0,1,1,0,1
"1233","BLMH","Q13867",,,,,0,0,0,0,0,0,0,0,1,1,0,0
"1234","BLNK","Q8WV28",,,,,0,0,0,0,0,0,0,0,0,0,0,0
"1235","BLOC1S1","P78537",,,,,0,0,0,0,0,0,0,0,0,0,0,0
"1236","BLVRA","P53004","DB00157","NADH","SmallMoleculeDrug","Biliverdin reductase A",0,0,0,0,0,0,0,0,1,1,0,0
"1237","BLVRB","P30043","DB04363","Mesobiliverdin Iv Alpha","SmallMoleculeDrug","Flavin reductase (NADPH)",0,0,0,0,0,0,0,0,1,1,0,0
"1238","BLVRB","P30043","DB04345","7,8-dimethylalloxazine","SmallMoleculeDrug","Flavin reductase (NADPH)",0,0,0,0,0,0,0,0,1,1,0,0
"1239","BLVRB","P30043","DB00140","Riboflavin","SmallMoleculeDrug","Flavin reductase (NADPH)",0,0,0,0,0,0,0,0,1,1,0,0
"1240","BLVRB","P30043","DB02073","Biliverdine IX Alpha","SmallMoleculeDrug","Flavin reductase (NADPH)",0,0,0,0,0,0,0,0,1,1,0,0
"1241","BLVRB","P30043","DB03247","Flavin mononucleotide","SmallMoleculeDrug","Flavin reductase (NADPH)",0,0,0,0,0,0,0,0,1,1,0,0
"1242","BLVRB","P30043","DB00157","NADH","SmallMoleculeDrug","Flavin reductase (NADPH)",0,0,0,0,0,0,0,0,1,1,0,0
"1243","BLVRB","P30043","DB03461","2'-Monophosphoadenosine 5'-Diphosphoribose","SmallMoleculeDrug","Flavin reductase (NADPH)",0,0,0,0,0,0,0,0,1,1,0,0
"1244","BLZF1","Q9H2G9",,,,,0,0,0,0,0,0,0,0,0,0,0,0
"1245","BMI1","P35226",,,,,1,0,0,0,0,0,0,0,0,0,0,0
"1246","BMP2","P12643",,,,,0,0,0,0,0,0,0,0,1,1,0,0
"1247","BMP2K","Q9NSY1","DB12010","Fostamatinib","SmallMoleculeDrug","BMP-2-inducible protein kinase",0,0,0,1,0,0,0,0,1,1,0,0
"1248","BMP2KL","Q5H9B9",,,,,0,0,0,0,0,0,0,0,0,0,0,0
"1249","BMP4","P12644","DB01373","Calcium","SmallMoleculeDrug","Bone morphogenetic protein 4",0,0,0,0,0,0,0,0,1,0,0,0
"1250","BMPR1A","P36894","DB11639","Dibotermin alfa","BiotechDrug","Bone morphogenetic protein receptor type-1A",0,1,0,1,0,0,0,0,1,1,1,1
"1251","BMPR1B","O00238","DB12010","Fostamatinib","SmallMoleculeDrug","Bone morphogenetic protein receptor type-1B",0,1,0,1,0,0,0,0,1,1,0,0
"1252","BMPR2","Q13873","DB12010","Fostamatinib","SmallMoleculeDrug","Bone morphogenetic protein receptor type-2",0,1,0,1,0,0,0,0,1,0,0,0
"1253","BMPR2","Q13873","DB11639","Dibotermin alfa","BiotechDrug","Bone morphogenetic protein receptor type-2",0,1,0,1,0,0,0,0,1,0,0,0
"1254","BMX","P51813","DB12010","Fostamatinib","SmallMoleculeDrug","Cytoplasmic tyrosine-protein kinase BMX",0,0,0,1,0,0,0,0,1,1,0,0
"1255","BNIP1","Q12981",,,,,0,1,0,0,0,0,0,0,0,0,0,0
"1256","BNIP2","Q12982",,,,,0,0,0,0,0,0,0,0,0,1,0,0
"1257","BNIP3","Q12983",,,,,0,1,0,0,0,0,0,0,0,0,0,0
"1258","BNIP3L","O60238",,,,,0,1,0,0,0,0,0,0,0,0,0,0
"1259","BNIPL","Q7Z465",,,,,0,0,0,0,0,0,0,0,0,1,0,0
"1260","BOLA1","Q9Y3E2",,,,,0,0,0,0,0,0,0,0,0,0,0,0
"1261","BPHL","Q86WA6","DB03380","L-Tyrosinamide","SmallMoleculeDrug","Valacyclovir hydrolase",0,0,0,0,0,0,0,0,1,1,0,0
"1262","BRAF","P15056","DB07000","N-{2,4-difluoro-3-[(5-pyridin-3-yl-1H-pyrrolo[2,3-b]pyridin-3-yl)carbonyl]phenyl}ethanesulfonamide","SmallMoleculeDrug","Serine/threonine-protein kinase B-raf",0,0,0,1,0,0,0,0,1,1,1,0
"1263","BRAF","P15056","DB08896","Regorafenib","SmallMoleculeDrug","Serine/threonine-protein kinase B-raf",0,0,0,1,0,0,0,0,1,1,1,0
"1264","BRAF","P15056","DB05190","XL281","SmallMoleculeDrug","Serine/threonine-protein kinase B-raf",0,0,0,1,0,0,0,0,1,1,1,0
"1265","BRAF","P15056","DB00398","Sorafenib","SmallMoleculeDrug","Serine/threonine-protein kinase B-raf",0,0,0,1,0,0,0,0,1,1,1,0
"1266","BRAF","P15056","DB05984","RAF-265","SmallMoleculeDrug","Serine/threonine-protein kinase B-raf",0,0,0,1,0,0,0,0,1,1,1,0
"1267","BRAF","P15056","DB08553","(1E)-5-(1-piperidin-4-yl-3-pyridin-4-yl-1H-pyrazol-4-yl)-2,3-dihydro-1H-inden-1-one oxime","SmallMoleculeDrug","Serine/threonine-protein kinase B-raf",0,0,0,1,0,0,0,0,1,1,1,0
"1268","BRAF","P15056","DB06999","N-{3-[(5-chloro-1H-pyrrolo[2,3-b]pyridin-3-yl)carbonyl]-2,4-difluorophenyl}propane-1-sulfonamide","SmallMoleculeDrug","Serine/threonine-protein kinase B-raf",0,0,0,1,0,0,0,0,1,1,1,0
"1269","BRAF","P15056","DB12010","Fostamatinib","SmallMoleculeDrug","Serine/threonine-protein kinase B-raf",0,0,0,1,0,0,0,0,1,1,1,0
"1270","BRAF","P15056","DB08912","Dabrafenib","SmallMoleculeDrug","Serine/threonine-protein kinase B-raf",0,0,0,1,0,0,0,0,1,1,1,0
"1271","BRAF","P15056","DB08881","Vemurafenib","SmallMoleculeDrug","Serine/threonine-protein kinase B-raf",0,0,0,1,0,0,0,0,1,1,1,0
"1272","BRAP","Q7Z569",,,,,0,0,0,0,0,0,0,0,1,1,0,0
"1273","BRCA1","P38398",,,,,1,0,1,0,1,0,0,0,1,1,0,1
"1274","BRCA2","P51587",,,,,0,0,1,0,0,0,0,0,1,1,0,1
"1275","BRD1","O95696",,,,,0,0,0,0,0,0,0,0,0,0,0,0
"1276","BRD2","P25440",,,,,1,0,0,0,0,0,0,0,0,0,0,0
"1277","BRD3","Q15059",,,,,1,0,0,0,0,0,0,0,0,0,1,0
"1278","BRD4","O60885",,,,,1,0,0,0,0,0,0,0,0,1,1,0
"1279","BRD8","Q9H0E9",,,,,1,0,0,0,0,0,0,0,0,0,0,0
"1280","BRD9","Q9H8M2",,,,,1,0,0,0,0,0,0,0,0,0,0,0
"1281","BRDT","Q58F21",,,,,1,0,0,0,0,0,0,0,1,0,0,0
"1282","BRF2","Q9HAW0",,,,,1,0,0,0,0,0,0,0,0,0,0,0
